IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000236,Cumnock North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000238,Auchinleck,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000239,Mauchline,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000241,Bellfield and Kirkstyle,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000243,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000246,Newmilns,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000247,Darvel,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000248,Piersland,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000250,Bonnyton and Town Centre,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000249,Crosshouse and Gatehead Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000251,New Farm Loch South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000252,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000253,Dean and New Farm Loch North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000254,Altonhill North and Onthank,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000256,Kilmaurs Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000258,Stewarton West,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000259,Stewarton East,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000260,Auchinairn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000261,Woodhill East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000262,Woodhill West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000263,Westerton East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000265,Westerton West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000266,Kessington East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000267,Lenzie South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000269,Kessington West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000271,South Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000272,Kilmardinny West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000273,Kilmardinny East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000275,Kirkintilloch South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000274,Rosebank and Waterside,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000276,North Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000281,Kirkintilloch West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000278,Torrance and Balmore,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000277,Hillhead,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000279,Keystone and Dougalston,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000283,Twechar and Harestanes East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000280,Harestanes,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000284,East Clober and Mains Estate,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000282,Barloch,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000285,West Clober and Mains Estate,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000286,Milton of Campsie,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000287,Lennoxtown,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000288,IZ One,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000289,IZ Two,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000290,IZ Three,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000291,IZ Four,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000292,IZ Five,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000295,IZ Eight,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000293,IZ Six,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000302,IZ Fifteen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000304,IZ Seventeen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000297,IZ Ten,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000294,IZ Seven,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000296,IZ Nine,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000298,IZ Eleven,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000299,IZ Twelve,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000300,IZ Thirteen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000301,IZ Fourteen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000303,IZ Sixteen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000305,IZ Eighteen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000307,IZ Twenty,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000306,IZ Nineteen,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000308,IZ Twenty One,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000309,IZ Twenty Two,S12000010,East Lothian,S37000010,East Lothian,S08000024,NHS Lothian,S92000003
S02000310,Eaglesham and Waterfoot,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000311,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000314,West Neilston and Uplawmoor,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000313,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000312,North Kirkhill,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000316,Whitecraigs and Broom,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000315,Busby,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000318,Crookfur and Fruin,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000317,Clarkston and Sheddens,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000319,Williamwood,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000320,Stamperland,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000321,West Arthurlie and North Neilston,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000323,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000322,Auchenback,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000325,Netherlee,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000326,Merrylee and Braidbar,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000324,South Thornliebank and Woodfarm,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000328,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000327,North Giffnock and North Thornliebank,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000329,Cross Stobbs,S12000011,East Renfrewshire,S37000011,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000330,Balerno,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000331,Bonaly and Pentlands,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000339,Currie West,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000335,Fairmilehead,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000333,"Gracemount, Southouse and Burdiehouse",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000332,South East Bypass,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000337,Currie East,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000334,Mortonhall,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000336,Comiston and Swanston,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000338,Hyvots and Gilmerton Dykes,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000341,Oxgangs and Firrhill,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000340,Baberton and Juniper Green,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000343,"Ferniehill,  South Moredun and Craigour",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000344,Colinton and Kingsknowe,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000342,Liberton East,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000345,Moredun,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000346,Liberton West,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000348,Clovenstone and Drumbryden,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000347,Braids,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000349,The Inch,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000350,Calders,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000351,Craiglockhart,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000369,"Ratho, Gogarburn and Airport",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000353,Parkhead,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000356,Longstone and Saughton Mains,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000352,Craighouse and South Morningside,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000357,Morningside,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000354,Greendykes and Niddrie Mains,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000355,Blackford,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000358,Broomhouse and Sighthill,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000361,Grange,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000360,Merchiston and Greenhill,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000359,Hutchison and Moat,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000362,Niddrie,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000367,Stenhouse,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000364,Prestonfield,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000363,South Gyle,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000370,Dalkeith Rd,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000365,Shandon,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000368,"Jewel, Brunstane and Newcraighall",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000366,Forrester Park and Broomhall,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000373,Gorgie West,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000371,Marchmont West,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000372,Carrick Knowe,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000376,Bruntsfield,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000377,Gorgie East,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000374,Marchmont East and Sciennes,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000375,Polwarth,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000378,"Bingham, Magdalene and the Christians",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000391,Kirkliston,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000379,Meadows,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000382,Willowbrae and Duddingston Village,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000383,Corstorphine,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000380,Balgreen and Roseburn,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000381,Dalry and Fountainbridge,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000384,Duddingston,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000386,Joppa,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000385,Tollcross,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000387,Southside and Canongate,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000388,East Craigs,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000389,"Dean, West End and West Coates",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000390,Murrayfield and Ravelston,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000392,Northfield,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000393,Old Town and Leith Street,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000395,Mountcastle,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000394,Clerwood and Corstorphine (Hillview),S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000396,Portobello,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000397,Blackhall,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000399,Bughtlin and Parkgrove,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000400,Clermiston,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000398,New Town West,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000401,"Abbeyhill, Meadowbank and Marionville",S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000407,Craigleith,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000406,Craigentinny,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000404,Stockbridge,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000408,Comely Bank,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000402,Hillside and Calton Hill,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000403,Restalrig (Loganlea),S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000405,New Town East,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000410,Restalrig and Lochend,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000409,Lorne,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000417,Silverknowes and Davidson's Mains,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000413,Barnton and Cammo,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000412,Broughton,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000411,Drylaw,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000414,Hermitage Park and Prospect Bank,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000418,Bonnington and Pilrig,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000416,South Leith,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000415,Inverleith,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000421,Cramond,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000419,Muirhouse,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000422,West Pilton,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000420,Great Junction Street,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000424,East Trinity and Bonnyhaugh,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000423,Boswall and Pilton,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000425,Trinity,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000426,Leith Docks,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000428,Waterfront and Granton,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000427,North Leith and Newhaven,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000429,South Queensferry (East) and Dalmeny,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000430,South Queensferry West,S12000036,City of Edinburgh,S37000012,Edinburgh,S08000024,NHS Lothian,S92000003
S02000431,Barra and South Uist,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000432,Benbecula and North Uist,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000433,Harris,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000434,South Lewis,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000435,Point,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000436,Stornoway East,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000437,Stornoway West,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000439,Northwest Lewis,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000438,Broadbay,S12000013,Na h-Eileanan Siar,S37000031,Western Isles,S08000028,NHS Western Isles,S92000003
S02000440,Braes Villages,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000441,Shieldhill,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000442,Maddiston and Rumford,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000444,"Brightons, Reddingmuirhead and Wallacest",S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000443,"Lochgreen, Lionthorn and Prospecthill",S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000445,Banknock and Haggs,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000449,Polmont,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000446,Hallglen and Glen Village,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000447,Redding,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000448,High Bonnybridge and Greenhill,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000450,Laurieston and Westquarter,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000451,Douglas,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000453,Bantaskin,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000452,Falkirk Town Centre and Callendar Park,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000454,"Blackness, Carriden and Grahamsdyke",S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000455,Tamfourhill,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000456,Bowhouse,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000463,Newlands,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000459,Camelon East,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000462,Middlefield,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000458,Camelon West,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000461,Head of Muir and Dennyloanhead,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000457,Newtown,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000465,Bonnybridge,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
